Skill,Turkce_Skill
Woodland Management,Orman Yönetimi
Woodcut,Ahşap Baskı
Wood Turning,Ahşap Tornalama
Wood,Ahşap
Wonderware,Wonderware
Women&#39;s Studies,Kadın Çalışmaları
Women&#39;s Rights,Kadın Hakları
Women&#39;s Ministry,Kadın Bakanlığı
Women&#39;s Health,Kadın Sağlığı
Women Owned Business,Kadınların Sahip Olduğu İşletme
Wombat,Wombat
Wolof,Wolof
Wizard,Sihirbaz
Witness Statements,Tanık İfadeleri
Witness Location,Tanık Konumu
Withholding,Kesinti
Wit,Mizah
Wise Packaging Studio,Wise Packaging Studio
Wise Packaging,Wise Packaging
Wisdom Teeth,Bilgelik Dişleri
Wiring Diagrams,Kablolama Diyagramları
Wiring,Kablolama
Wireless USB,Kablosuz USB
Wireless Technologies,Kablosuz Teknolojiler
Wireless Sensor Networks,Kablosuz Sensör Ağları
Wireless Security,Kablosuz Güvenlik
Wireless Routers,Kablosuz Yönlendiriciler
Wireless Mesh,Kablosuz Ağ
Wireless Broadband,Kablosuz Geniş Bant
Wireframes,Wireframes
Wire Wrapping,Tel Sarımı
Wire Transfers,Havale
Wire Line,Hatlı Kablo
Wire Framing,Tel Çerçeveleme
Wire EDM,Wire EDM
Wire Bonding,Tel Bağlama
Wing Chun,Wing Chun
Wineries,Şaraphanlar
Wine Lists,Şarap Listeleri
Wine,Şarap
JSA,JSA
JPOS,JPOS
XFire,XFire
XFOIL,XFOIL
XFLR5,XFLR5
XDCAM,XDCAM
XCAP,XCAP
XCAL,XCAL
XBAP,XBAP
XAUI,XAUI
XATA,XATA
XAML,XAML
XACT,XACT
XACML,XACML
X-ray crystallography,X-Işını Kristalografisi
X-ray Spectroscopy,X-Işını Spektroskopisi
X-ray Diffraction Analysis,X-Işını Difraksiyon Analizi
X-ray Absorption Spectroscopy,X-Işını Soğurma Spektroskopisi
X-Ways,X-Ways
X-Cart,X-Cart
Wyse,Wyse
Www,Www
Wwise,Wwise
Wso2,Wso2
Wrongful Death,Haksız Ölüm
Written Communication,Yazılı İletişim
Writing,Yazma
Wrestling,Güreş
Wraps,Sarma
Wraparound,Sarma
Wrap Accounts,Sarma Hesaplar
Wowza,Wowza
Wovens,Dokumalar
World War II,II. Dünya Savaşı
World History,Dünya Tarihi
Workshops,Atölye Çalışmaları
Workshop Facilitation,Atölye Kolaylaştırma
Workplace by Facebook,Facebook Workplace
Workplace Violence,İşyeri Şiddeti
Workplace Safety,İşyeri Güvenliği
Working with Senior Citizens,Yaşlı Vatandaşlarla Çalışma
Working with Physicians,Doktorlarla Çalışma
Working with Move-Up Buyers,Taşınma Alıcılarıyla Çalışma
Working with Investors,Yatırımcılarla Çalışma
Working with Children,Çocuklarla Çalışma
Working with Brokers,Acentelerle Çalışma
Working with Adolescents,Gençlerle Çalışma
Working at Height,Yükseklikte Çalışma
Working Capital Management,İşletme Sermayesi Yönetimi
Working Abroad,Yurtdışında Çalışma
Workforce Planning,İşgücü Planlaması
Workforce Optimization (WFO),İşgücü Optimizasyonu
Workforce Development,İşgücü Gelişimi
JNI,JNI
Xsan,Xsan
Xpress,Xpress
Xplan,Xplan
Xojo,Xojo
Xing,Xing
Xinet,Xinet
Xilinx ISE,Xilinx ISE
Xfer Serum,Xfer Serum
Xerox Printers,Xerox Yazıcılar
Xero,Xero
Xeriscape,Xeriscape
Xerces,Xerces
Xenix,Xenix
Xen,Xen
Xemacs,Xemacs
Xcode,Xcode
Xceptor,Xceptor
Xceleration,Xceleration
Xcalibur,Xcalibur
Xbox 360,Xbox 360
Xbox,Xbox
Xara,Xara
Xalan,Xalan
Xajax,Xajax
Xactly,Xactly
XaaS,XaaS
XUL,XUL
XTRAC,XTRAC
XStream,XStream
XSS,XSS
XSLT,XSLT
XSL-FO,XSL-FO
XRF,XRF
XQuery,XQuery
XPlanner,XPlanner
XPages,XPages
XPS,XPS
XPAC,XPAC
XP Professional,XP Professional
XOG,XOG
XNA,XNA
XMetal,XMetal
XMPie,XMPie
XMLBeans,XMLBeans
XML-RPC,XML-RPC
XML Standards,XML Standartları
XML Spy,XML Spy
XML Scripting,XML Komut Dosyası
XML Schema Definition (XSD),XML Şema Tanımı
XML Schema,XML Şema
XML Publisher,XML Yayıncı
XML Gateway,XML Ağ Geçidi
XML Databases,XML Veritabanları
XLSTAT,XLSTAT
XLMiner,XLMiner
XHTML,XHTML
JIS,JIS
Youth Mentoring,Genç Danışmanlık
Youth Marketing,Genç Pazarlama
Youth Leadership,Genç Liderlik
Youth Entrepreneurship,Genç Girişimcilik
Youth Empowerment,Genç Güçlendirme
Youth Development,Genç Gelişimi
Youth Culture,Genç Kültürü
Youth At Risk,Risk Altındaki Gençler
Young People,Genç İnsanlar
YouTube API,YouTube API
YouTube,YouTube
Yoruba,Yoruba
Yoga Nidra,Yoga Nidra
Yoga Instruction,Yoga Eğitimi
Yoga,Yoga
Yin Yoga,Yin Yoga
Yii,Yii
Yields,Verim
Yield Management,Verim Yönetimi
Yield,Verim
Yiddish,Yidiş
Yesware,Yesware
Yeoman,Yeoman
Yellow Pages,Sarı Sayfalar
Yellow Belt,Sarı Kuşak
Yeast two-hybrid,Maya İki-Hibrit
Yeast,Maya
Yearbook,Yıllık
Year-End Accounting,Yıl Sonu Muhasebesi
Year End Accounts,Yıl Sonu Hesapları
Yaskawa,Yaskawa
Yarn,Yarn
Yardi Voyager,Yardi Voyager
Yardi Enterprise,Yardi Enterprise
Yardi,Yardi
Yard Management,Avlu Yönetimi
Yantra,Yantra
Yammer,Yammer
Yamaha M7CL,Yamaha M7CL
Yahoo Site Explorer,Yahoo Site Explorer
Yahoo Search Marketing,Yahoo Search Marketing
Yachting,Yatçılık
Yacht Racing,Yat Yarışı
Yacht Deliveries,Yat Teslimatları
Yacht Clubs,Yat Kulüpleri
Yacc,Yacc
YUM,YUM
YUI Library,YUI Library
YUI,YUI
YMS,YMS
YAML,YAML
Xytech,Xytech
Xtext,Xtext
Xtend,Xtend
JIRA,JIRA
dotCMS,dotCMS
dSPACE,dSPACE
cXML,cXML
cPanel,cPanel
cPCI,cPCI
cGLP,cGLP
cDNA,cDNA
bcrypt,bcrypt
Zynx,Zynx
Zymography,Zimografi
Zuul API Gateway,Zuul API Gateway
Zuora,Zuora
Zumba,Zumba
Zuken,Zuken
Zsh,Zsh
Zotero,Zotero
Zope,Zope
Zoomerang,Zoomerang
ZoomInfo,ZoomInfo
Zoom,Zoom
Zoo,Hayvanat Bahçesi
Zoning,Bölgelendirme
Zone Alarm,Zone Alarm
Zombies,Zombiler
Zipper Repair,Fermuar Onarımı
Zipper Installation,Fermuar Kurulumu
Zinc,Çinko
Zillow,Zillow
ZigBee,ZigBee
Zeus,Zeus
ZeroMQ,ZeroMQ
Zero-based Budgeting,Sıfır Bazlı Bütçeleme
Zero Waste,Sıfır Atık
Zero Balancing,Sıfır Dengeleme
Zephyr,Zephyr
Zenworks,Zenworks
Zenoss,Zenoss
Zendesk,Zendesk
Zend Studio,Zend Studio
Zend Server,Zend Server
Zend Framework,Zend Framework
Zend,Zend
Zen,Zen
Zemax,Zemax
Zeiss,Zeiss
Zebrafish,Zebra Balığı
Zebra,Zebra
Zapier,Zapier
Zainet,Zainet
ZWCAD,ZWCAD
ZURB Foundation Framework,ZURB Foundation Framework
ZK,ZK
ZFS,ZFS
ZBrush,ZBrush
Youth Programs,Gençlik Programları
Youth Outreach,Gençliğe Ulaşma
JES2,JES2
iOS,iOS
iNotes,iNotes
iMovie,iMovie
iMIS,iMIS
iLife,iLife
iHotelier,iHotelier
iGrafx,iGrafx
iGaming,iGaming
iFix,iFix
iDVD,iDVD
iConnect,iConnect
iConect,iConect
iCal,iCal
iCIMS,iCIMS
iBwave,iBwave
iBase,iBase
gvSIG,gvSIG
gSOAP,gSOAP
gPROMS,gPROMS
gINT,gINT
eyeglass,eyeglass
eZ Publish,eZ Publish
eWFM,eWFM
eVision,eVision
eTrust,eTrust
eTapestry,eTapestry
eTOM,eTOM
eSales,eSales
eSCM,eSCM
eRx,eRx
eRoom,eRoom
ePub,ePub
ePremis,ePremis
ePortfolio,ePortfolio
ePay,ePay
ePace,ePace
ePD,ePD
eMAR,eMAR
eHealth,eSağlık
eGate,eGate
eGain,eGain
eGRC,eGRC
eForms,eForms
eFX,eFX
eEmpact,eEmpact
eDocs,eDocs
eDoc,eDoc
eClinical,eKlinik
eCare,eBakım
eCW,eCW
eCTD,eCTD
eCRF,eCRF
eCATT,eCATT
eBook Publishing,eKitap Yayıncılığı
eBay API,eBay API
eBay,eBay
e-QIP,e-QIP
JDO,JDO
shRNA,shRNA
sFlow,sFlow
qark,qark
qRT-PCR,qRT-PCR
pytest,pytest
phpDocumentor,phpDocumentor
phpBB,phpBB
photon-ml,photon-ml
pfSense,pfSense
pSeries,pSeries
pSOS,pSOS
osCommerce,osCommerce
o19-bmc-firmware,o19-bmc-firmware
npm,npm
nVision,nVision
nMarket,nMarket
nDo,nDo
nCode,nCode
nCloth,nCloth
mySAP,mySAP
miRNA,miRNA
mTAB,mTAB
mIRC,mIRC
ksqlDB,ksqlDB
jQuery UI,jQuery UI
jQuery,jQuery
jQTouch,jQTouch
jEdit,jEdit
jBase,jBase
jBPM,jBPM
in Vivo Microdialysis,in Vivo Microdialysis
in Vitro Toxicology,in Vitro Toxicology
iWork,iWork
iWeb,iWeb
iWay,iWay
iView,iView
iTunes,iTunes
iThink,iThink
iText,iText
iTest,iTest
iSupplier,iSupplier
iStore,iStore
iSight,iSight
iSeries development,iSeries development
iScala,iScala
iRise,iRise
iRender,iRender
iRecruiter,iRecruiter
iPod,iPod
iPlanet Web Server,iPlanet Web Server
iPlanet,iPlanet
iPhone Application Development,iPhone Application Development
iPhone,iPhone
iPay,iPay
iPad Support,iPad Support
iOS Testing,iOS Testing
JDE CNC,JDE CNC
JDA E3,JDA E3
JCO,JCO
JBoss Seam,JBoss Seam
JBoss Application Server,JBoss Application Server
C# / ASP.NET Core,C# / ASP.NET Core
Microsoft SQL,Microsoft SQL
zSeries,zSeries
zLinux,zLinux
z/VM,z/VM
z/OS,z/OS
xUnit,xUnit
xSeries,xSeries
xPression,xPression
xPON,xPON
xPC Target,xPC Target
xCP,xCP
xCAT,xCAT
xBase,xBase
wxWidgets,wxWidgets
vShield,vShield
vRealize Suite,vRealize Suite
vRealize Orchestrator,vRealize Orchestrator
vRealize Operations,vRealize Operations
vRealize Automation,vRealize Automation
vRanger,vRanger
vCloud,vCloud
vCenter Server,vCenter Server
vBulletin,vBulletin
uPerform,uPerform
uDig,uDig
uClinux,uClinux
uCOS,uCOS
uC/OS-II,uC/OS-II
spark-tfrecord,spark-tfrecord
solid-state NMR,solid-state NMR
school-of-sre,school-of-sre
pgAdmin,pgAdmin
nesC,nesC
ml-ease,ml-ease
mLearning,mLearning
k-means clustering,k-means clustering
jQuery Mobile,jQuery Mobile
in Vivo Electrophysiology,in Vivo Electrophysiology
iSupport,iSupport
iStopMotion,iStopMotion
iSCSI,iSCSI
iReport,iReport
iPhone Support,iPhone Support
iPad Development,iPad Development
iOS Development,iOS Development
iModules,iModules
iContact,iContact
i2 SCP,i2 SCP
global HCM,global HCM
ebXML,ebXML
eSourcing,eSourcing
ePublisher,ePublisher
ePro Certified,ePro Certified
eHRPD,eHRPD
eEye Retina,eEye Retina
eCRM,eCRM
eBusiness Suite,eBusiness Suite
dtSearch,dtSearch
dsPIC,dsPIC
dotProject,dotProject
cGMP practices,cGMP practices
Zultys,Zultys
Zscaler Zero Trust Exchange,Zscaler Zero Trust Exchange
ZoomText,ZoomText
Zmap,Zmap
Zerto,Zerto
Zephyr Style Advisor,Zephyr Style Advisor
Zend Certified Engineer,Zend Certified Engineer
ZenCart,ZenCart
Zedo,Zedo
Zabbix,Zabbix
Youth Work,Gençlik Çalışması
Youth Ministry,Gençlik Hizmeti
Youth Leadership Training,Genç Liderlik Eğitimi
Youth Justice,Genç Adaleti
Young Adult Services,Genç Yetişkin Hizmetleri
Yieldstar,Yieldstar
Yield Enhancement,Yield Enhancement
Yelp,Yelp
Year-end Close,Yıl Sonu Kapanışı
Yardi Property Management,Yardi Property Management
Yard Work,Bahçe İşleri
Yard Signs,Bahçe Tabelaları
Yamaha PM5D,Yamaha PM5D
Yamaha Digital Consoles,Yamaha Digital Consoles
YSlow,YSlow
YANG (Yet Another Next Generation),YANG
Xsigo,Xsigo
Xoops,Xoops
Xetra,Xetra
XenClient,XenClient
Xbox One,Xbox One
Xamarin Products,Xamarin Products
Xactimate,Xactimate
XSL,XSL
XPDL,XPDL
XMPP,XMPP
XMLHTTP,XMLHTTP
XML Schema Design,XML Şema Tasarımı
XING,XING
XForms,XForms
XFP,XFP
XCOM,XCOM
XBRL,XBRL
X-ray diffractometry,X-Işını Kırınım Ölçümü
X-Value Adjustment (XVA),X-Değer Ayarlaması (XVA)
Wufoo,Wufoo
Wrestling Coaching,Güreş Eğitimi
Wound Care,Yara Bakımı
World Cinema,Dünya Sineması
World Cafe,Dünya Cafe
Workplace Giving,İşyeri Bağışları
Working with Veterans,Gazilerle Çalışma
Working with First-Time Home Buyers,İlk Kez Ev Alanlarla Çalışma
Working With Clients,Müşterilerle Çalışma
Workers&#39; Compensation Claims,İşçi Tazminatı Talepleri
Workers Compensation,İşçi Tazminatı
Work Life Balance,İş Yaşam Dengesi
Work Breakdown Structure (WBS),İş Ayrıştırması Yapısı (WBS)
Wood Shop,Ahşap Atölyesi
Women&#39;s Leadership,Kadın Liderliği
Women&#39;s Issues,Kadın Sorunları
Witchcraft,Büyücülük
Wireline,Kablolu Hat
Wireless Communications Systems,Kablosuz İletişim Sistemleri
Winning Others Over,Başkalarını Kazanma
Wine Tours,Şarap Turları
Windows kernel programming,Windows çekirdek programlama
Windows Presentation Foundation (WPF),Windows Presentation Foundation (WPF)
Windows Live Movie Maker,Windows Live Movie Maker
Windows 7 Migration,Windows 7 Migration
Wind Tunnel Testing,Rüzgar Tüneli Testi
Wildlife Rehabilitation,Yaban Hayatı Rehabilitasyonu
Wilderness Medicine,Vahşi Doğa Tıbbı
Wilderness First Aid Certified,Vahşi Doğa İlk Yardım Sertifikalı
Wiki Markup,Wiki İşaretleme
Wine &amp; Spirits Industry,Wine &amp; Spirits Industry
Wide Format Printing,Geniş Formatlı Baskı
Wholesale Real Estate,Toptan Emlak
Whole Foods,Whole Foods
White Glove,Beyaz Eldiven
White Box Testing,Beyaz Kutu Testi
Whistleblower,İhbarcı
Wherescape Red,Wherescape Red
Wheels,Tekerlekler
Wetland Restoration,Sulak Alan Restorasyonu
Wet Chemical Etching,Islak Kimyasal Aşındırma
Wellness Coaching,Sağlık Koçluğu
Wellness,Sağlık
Welding Inspection,Kaynak Denetimi
Weddings,Düğünler
Wedding Photojournalism,Düğün Fotoğrafçılığı
Wedding Photography,Düğün Fotoğrafçılığı
Website Merchandising,Web sitesi E-Ticaret
WebLogic,WebLogic
Web Services API,Web Hizmetleri API
Web Development,Web Geliştirme
Web Content Writing,Web İçerik Yazımı
Web Caching,Web Önbellekleme
Web Application Security,Web Uygulamaları Güvenliği
Weaving,Dokuma
Wealth Preservation Planning,Servet Koruma Planlaması
Wealth Preservation,Servet Koruma
Wax,Balmumu
Wavelets,Dalgaletler
Wave Propagation,Dalga Yayılımı
Watercolor Illustration,Suluboya İllüstrasyon
Water Features,Su Özellikleri
Water &amp; Wastewater Design,Water &amp; Wastewater Design
Wastewater Treatment Design,Atıksu Arıtma Tasarımı
Warranties,Garanti
Wardrobe Analysis,Gardırop Analizi
Walkthroughs,İnceleme Turları
Waivers,İstavlar
Wacom Tablet,Wacom Tablet
WYSIWYG Layout Tools,WYSIWYG Yerleşim Araçları
WTO,WTO
WSUS,WSUS
WSIB Claims Management,WSIB Talep Yönetimi
WSE,WSE
WSDL,WSDL
WS-I,WS-I
WRF,WRF
WPF Development,WPF Geliştirme
WPA,WPA
WP,WP
WMS Implementations,WMS Uygulamaları
WMI,WMI
WLM,WLM
WLL,WLL
WISP,WISP
WIPS,WIPS
WIF,WIF
WIA,WIA
WHMIS,WHMIS
WHIMS,WHIMS
WGA,WGA
WFS,WFS
WFO,WFO
WFL,WFL
WFA,WFA
WERS,WERS
WCSF,WCSF
WCF Services,WCF Hizmetleri
WCCP,WCCP
WBEM,WBEM
WBE,WBE
WAP Gateway,WAP Gateway
WAN Optimisation,Geniş Alan Ağı Optimizasyonu
WAM,WAM
WACC,WACC
Vyper (Programming Language),Vyper
Vulnerability Scanning,Güvenlik Açığı Taraması
Vulnerability Assessment and Penetration Testing (VAPT),Güvenlik Açığı Değerlendirmesi ve Sızma Testi (VAPT)
Vuforia Augmented Reality SDK,Vuforia
Vuetify,Vuetify
Vue.js,Vue.js
VoxPro,VoxPro
Vouchers,Çekler
Voting Systems,Oylama Sistemleri
Voter Contact,Seçmen İletişimi
Vortex,Girdap
Volunteering,Gönüllülük
Voluntary Employee Benefits,Gönüllü Çalışan Yararları
Volleyball,Voleybol
Volatility Arbitrage,Volatilite Arbitrajı
Voice of the Customer Analysis,Müşteri Sesi Analizi
Voice User Interface Design,Sesli Kullanıcı Arayüzü Tasarımı
Voice Disorders,Ses Bozuklukları
Voice &amp; Data Convergence,Voice &amp; Data Convergence
Vocus,Vocus
Vocational Rehabilitation,Mesleki Rehabilitasyon
Vocational Education,Mesleki Eğitim
Vocal Instruction,Vokal Eğitimi
Vocal Coaching,Vokal Koçluğu
VoIP protocols SIP,VoIP protokoller SIP
Viztopia,Viztopia
Viz Artist,Viz Artist
Vitria BusinessWare,Vitria BusinessWare
Vitek,Vitek
Vitality,Canlılık
Visual Thinking,Görsel Düşünce
Visual Rhetoric,Görsel Retorik
Visual One,Visual One
Visual Identity Design,Görsel Kimlik Tasarımı
Visual Communication,Görsel İletişim
Visual Basic for Applications (VBA),VBA
Visitor Attractions,Ziyaretçi Çekicilikleri
VirtualBox,VirtualBox
Virtual Worlds,Sanal Dünyalar
Virtual Router Redundancy Protocol (VRRP),VRRP
Virtual Reality Development,Sanal Gerçeklik Geliştirme
Virtual Desktop Infrastructure,Sanal Masaüstü Altyapısı
Virtual Design,Sanal Tasarım
Virtual Assistance,Sanal Asistanlık
Viral Marketing,Viral Pazarlama
Viral Hepatitis,Viral Hepatit
Vinyl Banners,Vinil Afişler
Vintage Clothing,Eski Giysiler
Vineyard,Bağcılık
Viking,Viking
Viero,Viero
Video Journalism,Video Gazeteciliği
Video Analytics,Video Analitiği
Victorian literature,Viktorya Dönemi Edebiyatı
Viability,Canlılık
Veterinary Nursing,Veteriner Hemşireliği
Vestibular Rehabilitation,Vestibüler Rehabilitasyon
Very-Large-Scale Integration (VLSI),VLSI
Vertical Market Penetration,Dikey Pazar Penetrasyonu
Verbal De-escalation,Sözel De-eskalasyon
Ventricular Assist Devices,Ventriküler Yardımcı Cihazlar
Vehicles,Araçlar
Vehicle Leasing,Araç Kiralaması
Vegetarian Cooking,Vejetaryen Aşçılık
Vectorworks,Vectorworks
Vector Illustration,Vektör İllüstrasyon
Vector Calculus,Vektör Hesabı
Vector,Vektör
Vascular Medicine,Damar Tıbbı
Vascular Biology,Damar Biyolojisi
Variation Analysis,Varyasyon Analizi
Variant Configuration,Varyant Yapılandırması
Variable-Frequency Drives (VFD),VFD
Variable Speed Drives (VSD),VSD
Variable Pay,Değişken Ücret
Vapor Intrusion,Buhar İstilası
Vanities,Süslü Dolaplar
Vanilla,Vanilya
Value-Added Tax (VAT),Katma Değer Vergisi (KDV)
Value-Added Services (VAS),Katma Değerli Hizmetler
Value Propositions,Değer Önerileri
Value Engineering,Değer Mühendisliği
Value Added Analysis,Katma Değer Analizi
Validation (Drug Manufacture),Doğrulama (İlaç Üretimi)
Vacuum Deposition,Vakum Biriktirme
Vaccinations,Aşılar
Vacant Land Sales,Boş Arazi Satışı
Vacancy Monitoring,Boş Pozisyon İzleme
Vacancies,Boş Pozisyonlar
VXI,VXI
VTK,VTK
VTAM,VTAM
VST,VST
VSOE,VSOE
VS,VS
VPP,VPP
VPM,VPM
VNA,VNA
VMware Player,VMware Player
VMware NSX,VMware NSX
VMM,VMM
VLSI CAD,VLSI CAD
VIPP,VIPP
VIP Protection,VIP Koruması
VHF,VHF
VEGAS Pro,VEGAS Pro
VCL,VCL
VCAT,VCAT
VC-1,VC-1
VBA,VBA
VB.NET,VB.NET
VASP,VASP
V3 Foundation,V3 Vakfı
Uzbek,Özbekçe
Utilization,Kullanım Oranı
Utility Regulation,Kamu Hizmetleri Düzenlemesi
Utility Construction,Kamu Hizmetleri İnşaatı
Utility Billing,Kamu Hizmetleri Faturalaması
Ustream,Ustream
User Interface Prototyping,Kullanıcı Arayüzü Prototipleme
User Interface Design,Kullanıcı Arayüzü Tasarımı
User Documentation,Kullanıcı Dokümantasyonu
Usability Engineering,Kullanılabilirlik Mühendisliği
Urns,Kül Kadehleri
Urchin,Urchin
Urban Search &amp; Rescue,Urban Search &amp; Rescue
Urban Regeneration,Kentsel Yeniden Canlandırırma
Urban Infill,Kentsel Dolgu
Urban Design,Kentsel Tasarım
Urban Areas,Kentsel Alanlar
Upselling,Yukarı Satış
Upper Extremity,Üst Ekstremite
Upgradation,Yükseltme
Untangle,Untangle
Unsupervised Learning,Gözetimsiz Öğrenme
Unreal Editor,Unreal Editor
Unmanned Aerial Vehicle (UAV),UAV
University Teaching,Üniversite Öğretimi
University Relations,Üniversite İlişkileri
Universal Asynchronous Receiver/Transmitter (UART),UART
Unit Testing,Birim Testi
Union Grievances,Sendika Şikayetleri
Union,Sendika
Uniform Combined State Law,Tekdüzen Birleşik Devletler Yasası
Unified Modeling Language (UML),UML
Unfair Labor Practice Charges,Adil Olmayan Çalışma Uygulamaları
Underwater Photography,Sualtı Fotoğrafçılığı
Underwater Acoustics,Sualtı Akustiği
Underscore.js,Underscore.js
Undergraduate Teaching,Lisans Öğretimi
Unconventional Warfare,Geleneksel Olmayan Savaş
Uncertainty Quantification,Belirsizlik Nicelendirilmesi
Unbiased,Tarafsız
Ultrasound Therapy,Ultrason Terapisi
Ultrasonics,Ultrasonik
Ultrafast Spectroscopy,Ultra Hızlı Spektroskopi
UltraEdit,UltraEdit
Ultra-High Vacuum (UHV),Ultra Yüksek Vakum (UHV)
Ultimate,Ultimate
Ulead VideoStudio,Ulead VideoStudio
Ulcerative Colitis,Ülseratif Kolit
Ubersuggest,Ubersuggest
Ubercart,Ubercart
UWB,UWB
UV disinfection,UV Dezenfeksiyonu
UV coating,UV Kaplama
UTP,UTP
USPV,USPV
USDA Rural Housing,USDA Kırsal Konut
US GAAP reporting,US GAAP Raporlaması
UPS Systems,UPS Sistemleri
UNET,UNET
UK Immigration,Birleşik Krallık Göçmenliği
UI Automation,Kullanıcı Arayüzü Otomasyonu
UFS,UFS
UDF,UDF
UCINET,UCINET
UAT Coordination,UAT Koordinasyonu
U.S. Title 21 CFR Part 11 Regulation,U.S. Title 21 CFR Part 11 Regulation
U.S. National Registry of Emergency Medical Technicians (NREMT),U.S. NREMT
U.S. Immigration,ABD Göçmenliği
U.S. Health Insurance Portability and Accountability Act (HIPAA),U.S. HIPAA
U.S. Federal Housing Authority (FHA),U.S. FHA
U.S. Family and Medical Leave Act (FMLA),U.S. FMLA
U.S. Department of Housing and Urban Development (HUD),U.S. HUD
U.K. Financial Services Authority (FSA),UK Mali Hizmetler Kurumu (FSA)
Typeface Design,Yazı Tipi Tasarımı
Type 2 Diabetes,Type 2 Diabetes
Two-photon Microscopy,İki-Foton Mikroskopisi
Twitter Analytics,Twitter Analitiği
Twitter Ads,Twitter Reklamları
Tween,Tween
Tutoring,Danışmanlık
Tutorials,Eğitimler
Turnaround Experience,Yeniden Yapılanma Deneyimi
Turn-around Situations,Kritik Durumlar
Turf Management,Çim Yönetimi
Turbines,Turbines
Tunnel Engineering,Tünel Mühendisliği
Tummy Tuck,Göbek Estetiği
Tumbling,Takla Atma
Tui Na,Tui Na
Tuck Pointing,Harç İşaretleme
Tubs,Küvetler
Tube,Tüp
Trusted Business Partner,Güvenilir İş Ortağı
Trusted Business Advisor,Güvenilir İş Danışmanı
Trumpet,Trumpet
Truck Driving,Kamyon Sürüşü
Troux,Troux
Tropical Ecology,Tropikal Ekoloji
Trojans,Truva Atları
Triple Bottom Line,Üçlü Dip Çizgi
Trimble,Trimble
Triathlon,Triatlon
Trial Practice,Deneme Uygulaması
Trial Exhibits,Deneme Sergileri
Trend Research,Eğilim Araştırması
Trend Forecasting,Eğilim Tahmini
Trend Analysis,Eğilim Analizi
Treasury Management,Hazine Yönetimi
Travel Photography,Seyahat Fotoğrafçılığı
Travel &amp; Tourism,Travel &amp; Tourism
Trauma Focused Cognitive Behavioral Therapy (TF-CBT),Travma Odaklı Bilişsel Davranışsal Terapi (TF-CBT)
Transmission Control Protocol (TCP),Transmission Control Protocol (TCP)
Transitional Justice,Geçici Adalet
Transit-oriented Development,Toplu Taşıma Odaklı Gelişme
Transact-SQL (T-SQL),Transact-SQL (T-SQL)
Training and Development (HR),Eğitim ve Gelişim (İnsan Kaynakları)
Training Facilitation,Eğitim Kolaylaştırma
Traffic Enforcement,Trafik Uygulama
Trade Marketing,Ticaret Pazarlaması
Toxicologic Pathology,Toksikolojik Patoloji
Toxicity,Toksisite
Tourism Management,Turizm Yönetimi
Total Synthesis,Toplam Sentez
Total Reward Statements,Toplam Ödül Bildirimi
Total Productive Maintenance (TPM),Toplam Üretken Bakım (TPM)
