Job Titles_En,Turkce_Meslek
Small Business Relationship Manager,Küçük İşletme İlişkiler Yöneticisi
Small Business Sales,Küçük İşletme Satış Temsilcisi
Small Business Sales Representative,Küçük İşletme Satış Temsilcisi
Small Business Specialist,Küçük İşletme Uzmanı
Small Medium Enterprise Business Development Manager,KOBİ İş Geliştirme Yöneticisi
Small Medium Entreprise Relationship Manager,KOBİ İlişkiler Yöneticisi
Snack Bar Attendant,Yemek Bar Görevlisi
Snack Bar Cashier,Yemek Bar Kasiyer
Snack Bar Cook,Yemek Bar Aşçısı
Snow Maker,Kar Üreticisi
Snow Remover,Kar Temizleyici
Snowboard Instructor,Snowboard Eğitmeni
Snowboarding Instructor,Snowboard Eğitmeni
Snowsports Instructor,Kış Sporları Eğitmeni
Soc Analyst,
Social Care Worker,Sosyal Bakım Çalışanı
Social Media Administrator,Sosyal Medya Yöneticisi
Social Media Ambassador,Sosyal Medya Elçisi
Social Media Analyst,Sosyal Medya Analisti
Social Media Assistant,Sosyal Medya Asistanı
Social Media Content Creator,Sosyal Medya İçerik Üreticisi
Social Media Coordinator,Sosyal Medya Koordinatörü
Social Media Curator,Sosyal Medya İçerik Küratörü
Social Media Designer,Sosyal Medya Tasarımcısı
Social Media Editor,Sosyal Medya Editörü
Social Media Executive,Sosyal Medya Uzmanı
Social Media Manager,Sosyal Medya Yöneticisi
Social Media Marketing Executive,Sosyal Medya Pazarlama Uzmanı
Social Media Specialist,Sosyal Medya Uzmanı
Social Media Strategist,Sosyal Medya Stratejisti
Social Sciences Teacher,Sosyal Bilimler Öğretmeni
Social Worker,Sosyal Çalışmacı
Soda Jerk,
Software Analyst,Yazılım Analisti
Software Application Developer,Yazılım Uygulama Geliştiricisi
Software Architect,Yazılım Mimarı
Software Consultant,Yazılım Danışmanı
Software Developer,Yazılım Geliştiricisi
Software Development Engineer,Yazılım Geliştirme Mühendisi
Software Development Manager,Yazılım Geliştirme Yöneticisi
Software Development Team Leader,Yazılım Geliştirme Ekip Lideri
Software Engineer,Yazılım Mühendisi
Software Engineer Analyst,Yazılım Mühendisi Analisti
Software Engineer C_3,
Software Engineer in Test,Test Yazılım Mühendisi
Software Engineering Manager,Yazılım Mühendisliği Yöneticisi
Software Engineering Team Lead,Yazılım Mühendisliği Ekip Lideri
Software Manager,Yazılım Yöneticisi
Software Product Manager,Yazılım Ürün Yöneticisi
Software Programmer,Yazılım Programcısı
Software Project Manager,Yazılım Proje Yöneticisi
Software QA Developer,Yazılım Kalite Geliştiricisi
Software QA Engineer,Yazılım Kalite Mühendisi
Software Quality Assurance Analyst,Yazılım Kalite Güvence Analisti
Software Quality Assurance Engineer,Yazılım Kalite Güvence Mühendisi
Software Quality Assurance Tester,Yazılım Kalite Güvence Test Uzmanı
Software Quality Engineer,Yazılım Kalite Mühendisi
Software Sales Executive,Yazılım Satış Uzmanı
Software Sales Specialist,Yazılım Satış Uzmanı
Software Support Consultant,Yazılım Destek Danışmanı
Software Support Engineer,Yazılım Destek Mühendisi
Software Support Executive,Yazılım Destek Uzmanı
Software Support Specialist,Yazılım Destek Uzmanı
Software Systems Engineer,Yazılım Sistem Mühendisi
Software Team Leader,Yazılım Ekip Lideri
Software Test Engineer_2,Yazılım Test Mühendisi
Software Test Lead,Yazılım Test Lideri
Software Tester,Yazılım Test Uzmanı
Software Trainer,Yazılım Eğitmeni
Solar Engineer,Güneş Enerjisi Mühendisi
Solar Pv Engineer,Güneş Enerjisi PV Mühendisi
Solar Pv Installer,Güneş Enerjisi PV Kurulum Uzmanı
Solar Sales Consultant,Güneş Enerjisi Satış Danışmanı
Solar Technician,Güneş Enerjisi Teknik Uzmanı
Soldier,Er
Solicitor,Avukat
Soloist,Solist
Solution Delivery Consultant,Çözüm Teslimat Danışmanı
Solution Lead,Çözüm Lideri
Solution Sales Executive,Çözüm Satış Yöneticisi
Solution Sales Manager,Çözüm Satış Müdürü
Solutions Advisor,Çözüm Danışmanı
Solutions Analyst,Çözüm Analisti
Solutions Architect,Çözüm Mimarı
Solutions Consultant,Çözüm Danışmanı
Solutions Design Manager,Çözüm Tasarım Müdürü
Solutions Designer,Çözüm Tasarımcısı
Solutions Developer,Çözüm Geliştiricisi
Solutions Engineer,Çözüm Mühendisi
Solutions Executive,Çözüm Yöneticisi
Solutions Expert,Çözüm Uzmanı
Solutions Specialist,Çözüm Uzmanı
Songwriter,Şarkı Yazarı
Sonographer,Ultrason Grafisti
Sorter,Sınıflandırıcı
Sourcing Analyst,Tedarik Analisti
Sourcing Assistant,Tedarik Asistanı
Sourcing Associate,Tedarik Görevlisi
Sourcing Engineer,Tedarik Mühendisi
Sourcing Executive,Tedarik Yöneticisi
Sourcing Manager,Tedarik Müdürü
Sourcing Officer,Tedarik Görevlisi
Sourcing Specialist,Tedarik Uzmanı
Sous Chef,Şef Yardımcısı
Spa Attendant,Spa Görevlisi
Spa Manager,Spa Müdürü
Spa Therapist,Spa Terapisti
Space Planner,Mekân Planlamacısı
Spanish Tutor,İspanyolca Öğretmeni
Spare Parts Assistant,Yedek Parça Asistanı
Special Education Teacher,Özel Eğitim Öğretmeni
Special Educational Needs Teacher,Özel Eğitim İhtiyaçları Öğretmeni
Special Educator,Özel Eğitim Uzmanı
Special Event Specialist,Özel Etkinlik Uzmanı
Specialist,Uzman
Specialist Coordinator,Uzman Koordinatörü
Specialist Doctor,Uzman Doktor
Specialist Teacher,Uzman Öğretmen
Specialist Team Leader,Uzman Ekip Lideri
Specialist Technician,Uzman Teknisyen
Specification Executive,Özellik Yöneticisi
Specifier,Özellik Belirleyicisi
Speech Language Pathologist,Konuşma ve Dil Patoloğu
Sponsorship Executive,Sponsorluk Yöneticisi
Sporting Goods Salesperson,Spor Malzemeleri Satış Elemanı
Sports Commentator,Spor Spikeri
Sprayer,Püskürtücü
Spraypainter,Sprey Boyacı
Spring Boot Developer,Spring Boot Geliştiricisi
Sql Database Administrator,SQL Veritabanı Yöneticisi
Sql Developer,SQL Geliştiricisi
Sql Server Database Administrator,SQL Server Veritabanı Yöneticisi
Squad Leader,Ekip Lideri
Squadron Commander,Filo Komutanı
Squadron Lead,Filo Lideri
Stable Owner,Ahır Sahibi
Staff Accountant,Muhasebeci
Staff Engineer,Kıdemli Mühendis
Staff Nurse,Hemşire
Staff Registered Nurse,Kayıtlı Hemşire
Staff Reporter,Muhabir
Staff Research Associate,Araştırma Görevlisi
Staff Software Engineer,Kıdemli Yazılım Mühendisi
Staff Specialist,Uzman
Staff TPM,Kıdemli TPM
Staff Technical Program Manager,Kıdemli Teknik Program Yöneticisi
Staff Writer,Yazar
Start-up Owner,Girişimci
State Employee,Devlet Memuru
State Tested Nursing Assistant,
Static Guard,Güvenlik Görevlisi
Station Manager,İstasyon Müdürü
Statistician,İstatistikçi
Statutory Reporting Executive,Yasal Raporlama Yöneticisi
Steelfixer,Demir Bağlayıcı
Sterilisation Technician,Sterilizasyon Teknisyeni
Sterilization Technician,Sterilizasyon Teknisyeni
Steward,Uçak/Yat Hostesi
Stock Assistant,Stok Asistanı
Stock Auditor,Stok Denetçisi
Stock Clerk,Stok Memuru
Stock Control,Stok Kontrol Görevlisi
Stock Controller,Stok Kontrol Sorumlusu
Stock Keeper,Stok Görevlisi
Stockroom Assistant,Depo Asistanı
Storage Administrator,Depolama Yöneticisi
Storage Engineer,Depolama Mühendisi
Storage Specialist,Depolama Uzmanı
Store Administration Officer,Mağaza İdari Görevlisi
Store Assistant,Mağaza Asistanı
Store Cashier,Mağaza Kasiyer
Store Clerk,Mağaza Memuru
Store Crew,Mağaza Ekibi
Store Development Manager,Mağaza Gelişim Müdürü
Store Executive,Mağaza Yöneticisi
Store Hand,Mağaza Görevlisi
Store Helper,Mağaza Yardımcısı
Store Leader,Mağaza Lideri
Store Manager,Mağaza Müdürü
Store Owner,Mağaza Sahibi
Store Supervisor,Mağaza Denetçisi
Store Visual Merchandiser,Mağaza Görsel Pazarlama Uzmanı
Storekeeper,Depo Sorumlusu
Storeperson,Depo Görevlisi
Stores Officer,Depo Memuru
Stores Support Officer,Depo Destek Memuru
Strata Manager,Gayrimenkul Yönetim Müdürü
Strategic Account Manager,Stratejik Hesap Müdürü
Strategic Alliance Manager,Stratejik İttifak Müdürü
Strategic Alliances Manager,Stratejik İttifaklar Müdürü
Strategic Alliances Specialist,Stratejik İttifaklar Uzmanı
Strategic Analyst,Stratejik Analist
Strategic Growth Manager,Stratejik Büyüme Müdürü
Strategic Marketing Manager,Stratejik Pazarlama Müdürü
Strategic Planning Executive,Stratejik Planlama Yöneticisi
Strategic Planning Specialist,Stratejik Planlama Uzmanı
Strategic Projects Manager,Stratejik Projeler Müdürü
Strategic Sourcing Manager,Stratejik Tedarik Müdürü
Strategic Sourcing Specialist,Stratejik Tedarik Uzmanı
Strategist,Stratejist
Strategy Associate,Strateji Danışmanı
Strategy Consultant,Strateji Danışmanı
Strategy Executive,Strateji Yöneticisi
Strategy Lead,Strateji Lideri
Strategy Manager,Strateji Müdürü
Stress Engineer,Gerilme Mühendisi
Structural Civil Engineer,Yapı Mühendisi
Structural Design Engineer,Yapısal Tasarım Mühendisi
Structural Designer,Yapısal Tasarımcı
Structural Draftsperson_2,
Structural EIT,Yapısal Mühendislik Stajyer
Structural Engineer,Yapı Mühendisi
Structural Engineer in Training,Stajyer Yapı Mühendisi
Structural Manager,Yapı Müdürü
Structural Site Engineer,Şantiye Yapı Mühendisi
Structural Steel Detailer,Yapısal Çelik Detay Uzmanı
Structure Draftperson,Yapı Teknik Çizeri
Structures Inspector,Yapı Müfettişi
Student,Öğrenci
Student Affairs Executive,Öğrenci İşleri Yöneticisi
Student Affairs Specialist,Öğrenci İşleri Uzmanı
Student Aid,Öğrenci Yardımcısı
Student Aide,Öğrenci Yardımcısı
Student Ambassador,Öğrenci Elçisi
Student Assistant,Öğrenci Asistanı
Student Counsellor,Öğrenci Danışmanı
Student Fellow,
Student Recruitment Officer,Öğrenci Kayıt Memuru
Student Representative,Öğrenci Temsilcisi
Student Tutor,Öğrenci Özel Öğretmeni
Student Volunteer,Öğrenci Gönüllü
Studio Assistant,Stüdyo Asistanı
Studio Consultant,Stüdyo Danışmanı
Studio Manager,Stüdyo Yöneticisi
Study Abroad Advisor,Yurtdışı Eğitim Danışmanı
Study Coordinator,Eğitim Koordinatörü
Style Advisor,Stil Danışmanı
Stylist,Stilist
Subcontracts Manager,Alt Sözleşmeler Yöneticisi
Subject Matter Expert,Konu Uzmanı
Subject Teacher,Branş Öğretmeni
Subscriptions Manager,Abonelik Yöneticisi
Subsea Engineer,Denizaltı Mühendisi
Substance Abuse Control Officer,Madde Bağımlılığı Kontrol Görevlisi
Substance Abuse Counselor,Madde Bağımlılığı Danışmanı
Success Manager,Başarı Yöneticisi
Successfactors Consultant,Successfactors Danışmanı
Summer Intern,Yaz Stajyer
Superintendent,Genel Müdür
Supermarket Manager,Süpermarket Yöneticisi
Supervising,Denetçi
Supervising Engineer,Denetçi Mühendis
Supervisor,Denetçi
Supervisor Coordinator,Denetçi Koordinatörü
Supplier Manager,Tedarikçi Yöneticisi
Supplier Quality Engineer,Tedarikçi Kalite Mühendisi
Supply Chain Administrator,Tedarik Zinciri İdari Görevlisi
Supply Chain Analyst,Tedarik Zinciri Analisti
Supply Chain Assistant,Tedarik Zinciri Asistanı
Supply Chain Business Analyst,Tedarik Zinciri İş Analisti
Supply Chain Coordinator,Tedarik Zinciri Koordinatörü
Supply Chain Executive,Tedarik Zinciri Yöneticisi
Supply Chain General Manager,Tedarik Zinciri Genel Müdürü
Supply Chain Lead,Tedarik Zinciri Lideri
Supply Chain Management Executive,Tedarik Zinciri Yönetim Yöneticisi
Supply Chain Management Manager,Tedarik Zinciri Yönetim Müdürü
Supply Chain Manager,Tedarik Zinciri Yöneticisi
Supply Chain Officer,Tedarik Zinciri Görevlisi
Supply Chain Planner,Tedarik Zinciri Planlamacısı
Supply Chain Specialist,Tedarik Zinciri Uzmanı
Supply Chain Supervisor,Tedarik Zinciri Denetçisi
Supply Logistics Coordinator,Tedarik Lojistik Koordinatörü
Supply Manager,Tedarik Yöneticisi
Supply Planner,Tedarik Planlamacısı
Supply Planning Executive,Tedarik Planlama Uzmanı
Supply Planning Manager,Tedarik Planlama Müdürü
Supply Specialist,Tedarik Uzmanı
Support Admin,Destek İdari
Support Administrator,Destek Yöneticisi
Support Adviser,Destek Danışmanı
Support Agent,Destek Acentesi
Support Analyst,Destek Analisti
Support Assistant,Destek Asistanı
Support Associate,Destek Görevlisi
Support Clerk,Destek Memuru
Support Consultant,Destek Danışmanı
Support Coordinator,Destek Koordinatörü
Support Engineer,Destek Mühendisi
Support Executive,Destek Uzmanı
Support Lead,Destek Lideri
Support Manager,Destek Müdürü
Support Services Manager,Destek Hizmetleri Müdürü
Support Specialist,Destek Uzmanı
Support Supervisor,Destek Süpervizörü
Support Teacher,Destek Öğretmeni
Support Team Leader,Destek Ekip Lideri
Support Technician,Destek Teknisyeni
Support Worker,Destek Çalışanı
Surface Mount Technology Engineer,Yüzey Montaj Teknolojisi Mühendisi
Surface Mount Technology Technician,Yüzey Montaj Teknolojisi Teknisyeni
Surgical Nurse,Cerrahi Hemşire
Surgical Sales Representative,Cerrahi Satış Temsilcisi
Surgical Sales Specialist,Cerrahi Satış Uzmanı
Surveillance Analyst,Gözetim Analisti
Surveillance Manager,Gözetim Müdürü
Surveillance Technician,Gözetim Teknisyeni
Survey Assistant,Anket Asistanı
Survey Engineer,Ölçme Mühendisi
Surveyor,Ölçme Mühendisi
Sushi Chef,Suşi Şefi
Sustainability Consultant,Sürdürülebilirlik Danışmanı
Sustainability Coordinator,Sürdürülebilirlik Koordinatörü
Sustainability Engineer,Sürdürülebilirlik Mühendisi
Sustainability Executive,Sürdürülebilirlik Uzmanı
Sustainability Manager,Sürdürülebilirlik Müdürü
Sustainability Officer,Sürdürülebilirlik Görevlisi
Sustainability Specialist,Sürdürülebilirlik Uzmanı
Swim Coach,Yüzme Koçu
Swim Instructor,Yüzme Eğitmeni
Swimming Coach,Yüzme Koçu
Swimming Instructor,Yüzme Eğitmeni
Swimming Teacher,Yüzme Öğretmeni
Swing Manager,
Switch Engineer,Anahtar Mühendisi
Switch Manager,Anahtar Yönetici
Switch Technician,Anahtar Teknikeri
Switchboard Operator,Santral Operatörü
System Administrator,Sistem Yöneticisi
System Analyst,Sistem Analisti
System Architect,Sistem Mimarı
System Assistant,Sistem Asistanı
System Consultant,Sistem Danışmanı
System Designer,Sistem Tasarımcısı
System Developer,Sistem Geliştiricisi
System Engineer,Sistem Mühendisi
System Executive,Sistem Yürütme Sorumlusu
System Integrator,Sistem Entegratörü
System Manager,Sistem Yöneticisi
System Specialist,Sistem Uzmanı
System Support Executive,Sistem Destek Yürütme Sorumlusu
System Support Specialist,Sistem Destek Uzmanı
System Technician,Sistem Teknikeri
Systems Accountant,Sistem Muhasebecisi
Systems Administrator,Sistem Yöneticisi
Systems Analyst,Sistem Analisti
Systems Architect,Sistem Mimarı
Systems Assurance Engineer,Sistem Güvence Mühendisi
Systems Auditor,Sistem Denetçisi
Systems Business Analyst,Sistem İş Analisti
Systems Consultant,Sistem Danışmanı
Systems Controller,Sistem Kontrolörü
Systems Coordinator,Sistem Koordinatörü
Systems Data Analyst,Sistem Veri Analisti
Systems Design Engineer,Sistem Tasarım Mühendisi
Systems Developer,Sistem Geliştiricisi
Systems Engineer,Sistem Mühendisi
Systems Integration Engineer,Sistem Entegrasyon Mühendisi
Systems Integration Manager,Sistem Entegrasyon Yöneticisi
Systems Lead,Sistem Lideri
Systems Manager,Sistem Yöneticisi
Systems Operations Engineer,Sistem Operasyon Mühendisi
Systems Operator,Sistem Operatörü
Systems Programmer,Sistem Programcısı
Systems Project Manager,Sistem Proje Yöneticisi
Systems Specialist,Sistem Uzmanı
Systems Support Analyst,Sistem Destek Analisti
Systems Support Consultant,Sistem Destek Danışmanı
Systems Support Engineer,Sistem Destek Mühendisi
Systems Support Specialist,Sistem Destek Uzmanı
Systems Trainer,Sistem Eğitmeni
TIBCO Developer,TIBCO Geliştiricisi
TPM,TPM (Total Productive Maintenance) Sorumlusu
TSM Administrator,TSM Yöneticisi
Table Game Dealer,Masa Oyunu Krupiyesi
Tae Kwon Do Instructor,Tekvando Eğitmeni
Taekwondo Instructor,Tekvando Eğitmeni
Tahfidz Teacher,Hafız Öğretmeni
Tailor,Terzi
Takaful Advisor,Katılım Sigortacılık Danışmanı
Takaful Consultant,Katılım Sigortacılık Danışmanı
Takaful Specialist,Katılım Sigortacılık Uzmanı
Take Out Waiter,Teslimat Garsonu
Take Out Waitress,Teslimat Garsonu
Talent Acquisition Associate,İk Danışmanı
Talent Acquisition Consultant,İk Danışmanı
Talent Acquisition Coordinator,İk Koordinatörü
Talent Acquisition Executive,İk Uzmanı
Talent Acquisition Expert,İk Uzmanı
Talent Acquisition Lead,İk Lideri
Talent Acquisition Manager,İk Yöneticisi
Talent Acquisition Officer,İk Görevlisi
Talent Acquisition Partner,İk Ortağı
Talent Acquisition Recruiter,İk Danışmanı
Talent Acquisition Specialist,İk Uzmanı
Talent Acquisition Team Leader,İk Ekip Lideri
Talent Attraction Specialist,Yetenek Çekme Uzmanı
Talent Consultant,Yetenek Danışmanı
Talent Development Executive,Yetenek Geliştirme Uzmanı
Talent Development Manager,Yetenek Geliştirme Yöneticisi
Talent Engagement Specialist,Yetenek İletişim Uzmanı
Talent Executive,Yetenek Uzmanı
Talent Management Manager,Yetenek Yönetim Yöneticisi
Talent Manager,Yetenek Yöneticisi
Talent Partner,Yetenek Ortağı
Talent Research Partner,Yetenek Araştırma Ortağı
Talent Resourcer,
Talent Retention Executive,Yetenekleri Elde Tutma Uzmanı
Talent Sourcer,Yetenek Kaynaklayıcı
Talent Sourcing Specialist,Yetenek Kaynaklama Uzmanı
Taproom Attendant,Birahane Görevlisi
Tavern Keeper,Meyhane Sahibi
Tavern Operator,Meyhane İşleticisi
Tax Advisory,Vergi Danışmanlığı
Tax Analyst,Vergi Analisti
Tax Assistant,Vergi Asistanı
Tax Associate,Vergi Danışmanı
Tax Consultant,Vergi Danışmanı
Tax Director,Vergi Direktörü
Tax Executive,Vergi Uzmanı
Tax Inspector,Vergi Müfettişi
Tax Manager,Vergi Yöneticisi
Tax Preparer,Vergi Hazırlayıcısı
Tax Specialist,Vergi Uzmanı
Tax Supervisor,Vergi Denetçisi
Taxation Accountant,Vergi Muhasebecisi
